"25,898.55"
"25,758.00"
"25,839.65"
"25,960.55"
"26,186.45"
"26,033.75"
"25,986.00"
"26,032.20"
"26,175.75"
"26,202.95"
"26,215.55"
"26,205.30"
"25,884.80"
"25,959.50"
"26,068.15"
"26,192.15"
"26,052.65"
"25,910.05"
"26,013.45"
"25,910.05"
"25,879.15"
"25,875.80"
"25,694.95"
"25,574.35"
"25,492.30"
"25,509.70"
"25,597.65"
"25,763.35"
"25,722.10"
"25,877.85"
"26,053.90"
"25,936.20"
"25,966.05"
"25,795.15"
"25,891.40"
"25,868.60"
"25,843.15"
"25,709.85"
"25,585.30"
"25,323.55"
"25,145.50"
"25,227.35"
"25,285.35"
"25,181.80"
"25,046.15"
"25,108.30"
"25,077.65"
"24,894.25"
"24,836.30"
"24,611.10"
"24,634.90"
"24,654.70"
"24,890.85"
"25,056.90"
"25,169.50"
"25,202.35"
"25,327.05"
"25,423.60"
"25,330.25"
"25,239.10"
"25,069.20"
"25,114.00"
"25,005.50"
"24,973.10"
"24,868.60"
"24,773.15"
"24,741.00"
"24,734.30"
"24,715.05"
"24,579.60"
"24,625.05"
"24,426.85"
"24,500.90"
"24,712.05"
"24,967.75"
"24,870.10"
"25,083.75"
"25,050.55"
"24,980.65"
"24,876.95"
"24,631.30"
"24,619.35"
"24,487.40"
"24,585.05"
"24,363.30"
"24,596.15"
"24,574.20"
"24,649.55"
"24,722.75"
"24,565.35"
"24,768.35"
"24,855.05"
"24,821.10"
"24,680.90"
"24,837.00"
"25,062.10"
"25,219.90"
"25,060.90"
"25,090.70"
"24,968.40"
"25,111.45"
"25,212.05"
"25,195.80"
"25,082.30"
"25,149.85"
"25,355.25"
"25,476.10"
"25,522.50"
"25,461.30"
"25,461.00"
"25,405.30"
"25,453.40"
"25,541.80"
"25,517.05"
"25,637.80"
"25,549.00"
"25,244.75"
"25,044.35"
"24,971.90"
"25,112.40"
"24,793.25"
"24,812.05"
"24,853.40"
"24,946.50"
"24,718.60"
"24,888.20"
"25,141.40"
"25,104.25"
"25,103.20"
"25,003.05"
"24,750.90"
"24,620.20"
"24,542.50"
"24,716.60"
"24,750.70"
"24,833.60"
"24,752.45"
"24,826.20"
"25,001.15"
"24,853.15"
"24,609.70"
"24,813.45"
"24,683.90"
"24,945.45"
"25,019.80"
"25,062.10"
"24,666.90"
"24,578.35"
"24,924.70"
"24,008.00"
"24,273.80"
"24,414.40"
"24,379.60"
"24,461.15"
"24,346.70"
"24,334.20"
"24,335.95"
"24,328.50"
"24,039.35"
"24,246.70"
"24,328.95"
"24,167.25"
"24,125.55"
"23,851.65"
"23,437.20"
"23,328.55"
"22,828.55"
"22,399.15"
"22,535.85"
"22,161.60"
"22,904.45"
"23,250.10"
"23,332.35"
"23,165.70"
"23,519.35"
"23,591.95"
"23,486.85"
"23,668.65"
"23,658.35"
"23,350.40"
"23,190.65"
"22,907.60"
"22,834.30"
"22,508.75"
"22,397.20"
"22,470.50"
"22,497.90"
"22,460.30"
"22,552.50"
"22,544.70"
"22,337.30"
"22,082.65"
"22,119.30"
"22,124.70"
"22,545.05"
"22,547.55"
"22,553.35"
"22,795.90"
"22,913.15"
"22,932.90"
"22,945.30"
"22,959.50"
"22,929.25"
"23,031.40"
"23,045.25"
"23,071.80"
"23,381.60"
"23,559.95"
"23,603.35"
"23,696.30"
"23,739.25"
"23,361.05"
"23,508.40"
"23,249.50"
"23,163.10"
"22,957.25"
"22,829.15"
"23,092.20"
"23,205.35"
"23,155.35"
"23,024.65"
"23,344.75"
"23,203.20"
"23,311.80"
"23,213.20"
"23,176.05"
"23,085.95"
"23,431.50"
"23,526.50"
"23,688.95"
"23,707.90"
"23,616.05"
"24,004.75"
"24,188.65"
"23,742.90"
"23,644.80"
"23,644.90"
"23,813.40"
"23,750.20"
"23,727.65"
"23,753.45"
"23,587.50"
"23,951.70"
"24,198.85"
"24,336.00"
"24,668.25"
"24,768.30"
"24,548.70"
"24,641.80"
